id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
429,ba59629d-37c1-4fa8-a735-0f1dab64f773,2026-07-07 14:48:29.166,deny,"Surreal abstract figure composed of flowing pink, yellow, green, and purple shapes against black background; left side displays ""JULIA HOLTER"" above ""SOMETHING IN THE ROOM SHE MOVES"" in white sans-serif text.",1,,,2 surreal figures made of flower petals; figure made of yellow petals on top of figure made of pink petals and it figure down,1,,"[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible symbolic interpretation"", ""sensitive or indecent content""]"
437,88d86fd0-59d3-423c-9392-ce0ab00482c3,2026-07-07 14:59:08.903,deny,"The album cover features a 3x3 grid of abstract panels on black backgrounds, each displaying scattered yellow speckles and black circular shapes; the bottom-right panel contains a red dotted circle.",1,,,A 3x3 grid containing yellow speckles with growing black circular shapes from the top left that fill the bottom right grid.,1,,"[""possible symbolic interpretation""]"
430,6a785722-7570-48d0-9bed-59d4610370c5,2026-07-07 14:52:14.446,deny,"Geometric-framed album cover features a central photo of scattered small rounded-tipped sticks on light surface. Text reads ""TO THE FOREST TO LIVE A TRUER LIFE"" vertically right; left side has partially illegible script. Abstract black-and-white shapes top-left complement the design.",1,,,Photo of scattered small rounded sticks on a surface in a geometric frame with abstract objects and arabic text around the photo.,1,,
689,70eba035-a94e-4d2e-a8df-c59ca12e2b60,2026-07-11 22:04:10.413,deny,"Four stylized figures in a horizontal row on white background; graphic design style with bold blue base and yellow-white facial features. Text: red ""ALABASTER DEPLUME"" top left, black ""Salty Road Dogs Victory Anthem 7"" top right.",1,,,Four stylized figures in a row on white background; graphic design style with bold blue base and yellow-white facial features.,1,,
440,70859039-67db-4aa2-b91e-7d885c54a282,2026-07-07 15:02:17.585,deny,"A dark abstract photograph of a nighttime waterfront scene featuring horizontal light trails reflecting on water, with blurred motion effects and faint text at the top reading 'LE WEEKEND A SPELL IN THE DARKNESS' in white lettering.",1,,,"A dark photograph of a nighttime waterfront scene with horizontal light trails reflecting on water, with blurred motion effects.",1,,
385,5282f0d9-c38f-41dd-871e-cb9326285221,2026-07-07 13:52:41.371,confirm,"Three individuals stand among illuminated slot machines under warm, blurred neon lighting in a dimly lit environment.",1,,,"Three individuals stand among illuminated slot machines under warm, blurred neon lighting in a dimly lit environment.",1,,
466,74432114-5da3-4b33-a10d-0a7e8d8f2bfc,2026-07-07 15:15:24.037,deny,"Black-and-white album cover featuring ""PIioneer WORKS SWING (LIVE)"" in small uppercase text at top, large bold black typography spelling ""HAILU MERGIA"" below, and a circular orange-black portrait of a person's face centered beneath.",1,,,"Circular orange-black portrait of a person's face centered at bottom; artist name in large letters, centered; album title on top.",1,,"[""cannot read text confidently""]"
690,a9ce7b1a-5b07-4f2c-a4ee-ef98e4f4e849,2026-07-11 22:05:34.786,deny,"A black-and-white photograph of a person in a white shirt and striped tie holding a photographic print above dark studio equipment. Text reads ""BELLE AND SEBASTIAN"" top-left and ""Late Developers"" top-right.",1,,,Black-and-white photo of a person in a white shirt and striped tie holding a photographic print above dark studio equipment.,1,,
469,e45d3e29-bbba-4ebe-9b6e-b8914c8d6c50,2026-07-07 15:17:00.21,deny,"An album cover features a surreal creature with textured yellowish-brown fur; its head is an open skeletal animal skull showing teeth, and white geometric lines form patterns on its chest against dark brown background. Red cursive text at top reads 'Jesus in Lovers'.",1,,,"A surreal yellow creature with an skull showing teeth as head and white lines on its chest, with red text ""Jesus in Lovers"".",1,,"[""ambiguous main visual element"", ""highly abstract artwork""]"
480,7c133734-bb64-4f53-876e-e75f94502c95,2026-07-07 15:22:20.606,deny,"Stylized circular mask with fragmented patterns—honeycomb, splatters, and textured sections—in solid black outline, set against a blurred backdrop of blue and beige cloud shapes. Collage-style mixed media with muted color palette.",1,,,"Mask with fragmented patterns—honeycomb, splatters, and textured sections, set against a blurred backdrop resembling tree shadows",1,,"[""ambiguous main visual element""]"
470,6365a7df-159a-45b2-8615-59719423f1be,2026-07-07 15:17:44.013,deny,"A dark blue textured background features bold red ""THUMBSREW"" text above smaller white handwritten ""MULTICOLORED MIDNIGHT"". Three names—Michael Formanek, Tomas Fujiwara, Mary Halvorson—are printed at the bottom.",1,,,"Dark blue textured background features bold red ""THUMBSCREW"" text above smaller white handwritten ""MULTICOLORED MIDNIGHT""",1,,
472,09e9d86b-f6d5-495c-89db-628dff3f1f40,2026-07-07 15:18:16.985,deny,"Close-up of a black bear with vibrant blue fur and yellow-orange snout in a painterly style; ""SALOLI"" text top left, gold ""60"" at bottom left.",1,,,Close-up of a painted black bear with vibrant blue fur and yellow-orange snout.,1,,
692,fcb0ea45-fbba-4dd6-9b01-7d453ab47e7b,2026-07-11 22:12:51.122,deny,A photograph depicts a large rocky cliff face draped in numerous icicles over a snow-covered terrain; a person in light blue stands with arms raised near the center of the image.,1,,,Large rocky cliff face with many icicles over a snow-covered terrain; a person in blue stands with arms raised under the cliff.,1,,
499,953dc911-5618-47a0-a3b1-af00da833689,2026-07-07 15:45:20.033,deny,A close-up of a person’s face with dark hair framing the sides; prominent eyes and light skin tones against a dark background in a painterly style.,1,,,Painted lose-up of a person’s face with dark hair framing the sides; prominent eyes looking up against a dark background,1,,"[""unnecessary skin color detail""]"
503,2c761dee-6595-4b8c-acee-99cc0b50f3ec,2026-07-07 15:48:07.373,deny,"A person in a white bra and lace panties wearing a black top hat appears against a collage of blue, orange, and black circular shapes on a light brown background. Stylized text reads ""Guided by Voices"" left and ""Welshpool Frillies"" right.",1,,,"Person in a white bra, lace panties, and black top hat appears under a spray painted collage of colorful circular shapes.",1,,"[""sensitive or indecent content""]"
693,4c4a2418-4378-40f0-9f57-f74952e2842e,2026-07-11 22:15:32.706,deny,"Album cover features an orange background with mathematical symbols and raindrop shapes; a hooded black figure (skull face) holds a red heart. Bold red ""MELVINS"" text at top, ""TARANTULA HEART"" in white on red banner below.",1,,,Orange background with mathematical symbols and black cloud raining; a hooded black skull face figure holds a red heart.,1,,
694,df93f736-6259-4a8e-8423-7a940dad314a,2026-07-11 22:18:43.96,deny,"Abstract digital art featuring layered brown and black horizontal bands surrounding a central yellow-orange-red color gradient. The text ""HIGH PULP"" appears in bold white letters within a rectangular frame at the top.",1,,,"Abstract art with layered brown and black horizontal bands; down, a yellow-orange-red color gradient water-like.",1,Image is highly abstract and elements can hardly be associated with anything real.,"[""highly abstract artwork""]"
520,a269d4d4-9e53-42b0-b316-e6a305b6b5f8,2026-07-07 16:10:10.798,deny,"Colorful mixed-media album cover featuring a central cartoon character with spiky yellow hair, large white eyes, and black tooth-like patterns; pink background includes a yellow rubber duck, framed artworks, and textured brushstrokes.",1,,,"Colorful Mixed-media of a cartoon character with yellow hair and large white eyes; background has bed, duck, painting, pink wall.",1,,"[""ambiguous main visual element"", ""complex image with mixed media""]"
529,9833d653-f7ca-4c72-a4c8-49d5898e16d7,2026-07-07 16:19:32.556,deny,"The album cover displays a vibrant surrealist collage featuring layered geometric and organic shapes in bright blues, greens, pinks, and yellows against a black background.",1,,,"A surrealist collage with layered geometric and organic shapes in bright blues, greens, pinks, and yellows on a black background.",1,,"[""complex image with mixed media""]"
533,e9195588-bd67-4617-a797-b8bfadf65ed6,2026-07-07 16:22:59.506,deny,"A stylized, monochrome illustration of an abstract face against a pale green background, featuring dense black linework, scattered floral and geometric patterns, and a vertical string of small red dots.",1,,,"Ink illustration of two morphed abstract faces featuring skulls, a spine, and floral and geometric patterns with green background.",1,,"[""ambiguous main visual element"", ""unclear visual focus""]"
535,881f48cf-83a5-4ab0-b47c-3dae5245cea9,2026-07-07 16:27:52.284,deny,Psychedelic-style album cover featuring a large blue skull silhouette with a yellow moon in its head and a starry tower on the left; pastel pink-orange gradient background with winding paths. Bold text “GARCIA PEOPLES DODGING DUES” appears at the top.,1,,,Psychedelic blue silhouette with a yellow moon in its head and a starry tower and mountains in front; pastel pink-orange gradient,1,,"[""ambiguous main visual element""]"
547,0507d9c7-cb00-49c4-8166-9ec58d8894b9,2026-07-07 16:41:14.493,deny,"The album cover features a central circular design with radiating red and yellow flame-like shapes surrounding a lighter inner area containing small insect silhouettes. Four hand-drawn style dragonflies in muted green/brown tones appear at the perimeter, while partial text reading ""COME"" (top center) and ""GRACE"" (bottom center) is visible.",1,,,Central white circles on top of a border of 4 dragonflies and red and yellow flowers; lighter inner area with smal insects,1,,"[""ambiguous main visual element""]"
453,cc9646bd-dc39-424f-a835-f22caf1824f0,2026-07-07 15:08:41.488,deny,"Hand holding a large bright red tomato against blurred green foliage; white handwritten text ""THROUGH THE SOIL II"" appears above the tomato.",1,,,"Hand holding a red tomato against blurred green foliage; white handwritten text ""THROUGH THE SOIL II"" appears above the tomato.",1,,
550,0961847b-da3a-4dec-8fd6-c13fbd998e53,2026-07-07 16:43:25.776,deny,"A black-and-white photograph of a person with long hair and a full beard against a textured floral wallpaper background; the dark garment features a small ""Sola"" patch on the chest.",1,,,Black-and-white photograph of a person with long hair and a full beard against a textured wallpaper background.,1,,"[""bad image quality"", ""cannot read text confidently"", ""ambiguous main visual element""]"
696,038f27c2-62bb-4788-a4a2-76051aa68243,2026-07-11 22:24:01.434,deny,"A black-and-white photograph features a person with long hair and glasses centered against a large, bright circular light on a dark, grainy background.",1,,,"A black-and-white photograph of a white skinned man centered against a large, bright circular light on a dark, grainy background.",1,,
555,d651a271-ea16-4a69-a65d-ee09a845eaaf,2026-07-07 16:59:27.653,deny,"Black-and-white photo shows four men standing before a jetty with a ship in the background; ""Dr.Feelgood"" appears at top and ""Down By The Jetty"" at bottom.",1,,,Monochrome photo shows four men standing before a jetty with a ship in the background; white background and text around image.,1,,
698,2c9bd9a3-913a-41f9-84e1-a452a7f76c42,2026-07-11 22:31:57.384,deny,"A minimalist album cover features a white background with black text listing ""J. PARKER – E. REVIS – N. WAITS"" and full names below, followed by the bold red title ""EASTSIDE ROMP,"" the year ""2022,"" and ""-ROGUEART-"" at the bottom.",1,,,Minimalist image with white background black and red vertical strips on both sides with artists and album names at the center.,1,,
589,52a23772-2390-4afb-a1e3-c6a4c2137045,2026-07-08 10:23:25.956,deny,"Dark brown background with dense golden-yellow textured patterns forming abstract shapes. Lower-left corner displays ""riggings"" in lowercase white typography above ""the arnoldEP"" also in white.",1,,,Dark green cross-stitch background with golden-yellow loops resembling vines. Lower-left corner displays artist name and album,1,,"[""complex image with mixed media""]"
699,7ef62618-2315-4fc0-8223-df1c55931de1,2026-07-11 22:39:28.218,deny,"A bright pink, guitar-shaped cutout reveals a stylized landscape of purple-hued mountains and trees against a lighter pink sky. The form rests on a grassy field with termite mounds in the foreground.",1,,,Bright pink irregular circle shape with purple-hued mountains and trees; overlayed on a field with grass and trees.,1,,
197,e3771125-b095-4cbb-8507-a3379665117b,2026-07-07 09:39:37.316,confirm,Black fingerless glove on a hand extends toward a white paneled door; light-walled indoor setting viewed from low angle.,1,,,Black fingerless glove on a hand extends toward a white paneled door; light-walled indoor setting viewed from low angle.,1,,
593,3cc183ba-1198-4f27-b240-df072fc08bd7,2026-07-08 10:28:20.583,deny,"A woman stands on grass beneath a tall white pole holding a red ""MAY'S BARN"" sign; she wears a blue-and-white plaid shirt over a red bikini top and light blue jeans, with green trees and a red pickup truck in the background.",1,,,"A woman in a bikini, plaid shirt, and jeans stands on grass beneath tall white pole; red shed, red pickup truck and shed in back",1,,"[""cannot read text confidently""]"
700,abf64229-c94d-4279-b6d7-5be6ae2041e5,2026-07-11 22:42:43.504,deny,Monochrome (black-and-white) album cover featuring a circular arrangement of repeated human faces surrounding dense floral imagery; artistic style is surrealist with overlapping figures and botanical elements.,1,,,Black-and-white image with two central face figure and circular arrangement of these faces repeated surrounded by lots of flowers.,1,,
617,86378c21-de22-48e7-9d12-b4665c942f49,2026-07-08 10:42:34.306,deny,"A person in a white and yellow dress sits holding a large glass fishbowl filled with red fish; vintage kitchen includes green cabinets and a ""Songs From A Thousand Frames Of Mind"" banner.",1,,,Person in white and yellow dress sits in a cluttered vintage kitchen's bare floors holding a large glass fishbowl with a red fish,1,,"[""unclear visual focus""]"
701,74d259c3-9b9b-4bbe-aff2-67a39c3ef343,2026-07-11 22:45:39.247,deny,"A stylized illustration depicts a figure pouring starry water from a pitcher beside a ram; background has purple/pink/gold shapes, constellations, and stars. 'CUPS' text appears below.",1,,,"A woman figure pouring water from a pitcher beside a ram; background has purple/pink/gold shapes, constellations, and stars.",1,,
625,585a4389-b625-48be-b65d-15f77fa2b16d,2026-07-08 10:55:00.73,deny,"Two people with long dark braided hair submerged in water, mirrored vertically (one figure above the other). Light blue background; wearing necklaces and patterned swimwear. Faint handwritten text visible on both sides.",1,,,"A woman mirrored vertically with long dark braided hair submerged in water, wearing necklaces and patterned swimwear on light blue",1,,"[""ambiguous main visual element""]"
633,8896b174-99ad-4b91-81a0-fc3ec54e883c,2026-07-08 11:26:33.978,deny,"Teal background with an ornate black decorative border featuring repeating symbols; central line drawing of a dog's head attached to a pipe-like structure dripping liquid; below the image, lowercase sans-serif text reads ""the shapiros"".",1,,,Teal background with a central dog's head attached to a pipe structure with stick in its mouth; ornate black decorative border.,1,VLM focused on the background and border before the dog.,"[""unclear visual focus""]"
702,03e19c1f-d2a3-4d31-bb1e-e5427de8a11e,2026-07-11 22:50:25.731,deny,"A vintage-style album cover with a cream central panel bordered by hand-drawn purple flowers and blue berries on a deep blue background. Prominent script typography displays ""Blackberry Rose"" above smaller text reading ""and Other Songs & Sorrows From Lavender Country"".",1,,,"Vintage style on a deep blue background, with cream central panel, purple flowers, blue berries, album artist names in center.",1,,
95,b2a6910e-e5f0-4c28-8e1b-efa34e7c8f79,2026-07-06 10:40:10.708,confirm,"A geometric pattern of overlapping circular shapes in vivid red, blue, yellow, and green tones arranged in a uniform grid.",1,,,"A geometric pattern of overlapping circular shapes in vivid red, blue, yellow, and green tones arranged in a uniform grid.",1,,
634,9df9ee75-de35-49ac-b35f-f9356e966851,2026-07-08 11:57:02.82,deny,"A warm-toned still life of vintage exploration tools—lit candle, open compasses, wristwatch, matchsticks, and a framed document—arranged on a weathered wooden surface under soft candlelight.",1,,,"Warm-toned photo of a lit candle, open compasses, wristwatch, matchsticks, and a framed document on a weathered wooden surface",1,,
704,9b2cefb9-b274-4a16-856e-b2f09f829ed8,2026-07-11 22:55:26.589,deny,"A black-and-white photograph of a person is centered on a dark blue background scattered with small orange-brown circular shapes; the text ""arthur russell"" and ""picture of bunny rabbit"" appears below in lowercase script.",1,,,"Dark blue background with small orange-brown circular shapes, a centered black-and-white photo of a man. Artist album name as text",1,,
265,8e33c273-0cca-49c0-95de-e7f856f2860a,2026-07-07 11:00:54.911,deny,"Bold black uppercase text ""ENTREZ VOUS"" at the top; below, four monochrome hand-drawn pillow illustrations arranged in a 2x2 grid with visible shading and texture.",1,,,"Black ""ENTREZ VOUS"" at the top. four monochrome hand-drawn pillows arranged in a 2x2 grid in the center.",1,,
159,fb46b285-6c8f-48c7-999c-6cd8656be355,2026-07-06 15:57:47.271,deny,Profile of a person with brown hair submerged in blue water; orange background features pink and blue floral elements with water droplets in a surreal illustration.,1,,,Painting of brown-haired person submerged in rippling blue water against an orange sky. Pink and blue flowers emerge before them.,1,,
626,1578052c-56c1-4da6-8ad1-3034ffff17e3,2026-07-08 10:55:46.949,deny,"A nighttime photograph of a road with two sets of white left-pointing arrow signs on the grassy roadside verge, alongside tall dry vegetation and distant trees against a deep blue sky.",1,,,Nighttime photo of a road with two sets of left-pointing arrow signs on grassy roadside; tall dry vegetation and distant trees,1,,
705,3ff0cd6b-6f55-4c97-bfa8-a1fe741a526c,2026-07-11 22:59:52.528,deny,"A photograph of large birds standing on a trash mound; digital distortions create vertical dripping layers below the surface, showing mixed waste materials in brown and green tones.",1,,,"Large birds on a trash mound; digital distortions create vertical dripping layers below the surface, showing mixed waste material.",1,,
116,2a440d8b-d15c-41a0-89c9-a3b0849b18cb,2026-07-06 13:53:06.64,confirm,A person in a voluminous blue ruffled gown sits among multiple cellos and violins against a red brick wall backdrop.,1,,,A person in a voluminous blue ruffled gown sits among multiple cellos and violins against a red brick wall backdrop.,1,,
706,72c26487-09ae-4f54-877c-be01ec244ef2,2026-07-11 23:12:54.469,deny,"Black-and-white photograph of a musician playing an acoustic guitar with visible microphone; bold yellow text reads 'BOLA SETE', 'SAMBA IN SEATTLE', and '(1966-1968)' against dark background.",1,,,Black-and-white photograph of a male musician playing an acoustic guitar. Text on top right show album and artist names.,1,,
141,3904d5cb-bb7a-416f-ab89-e034913c1b11,2026-07-06 15:17:53.17,deny,"Stylized illustration of a cityscape with skyscrapers, bridges over water, trains on tracks, and an airplane in a light blue sky; large white ""W3NG"" text displayed at the top; retro flat vector art with vibrant green, red, and yellow buildings.",1,,,"A city with green, red, and yellow buildings, skyscrapers, bridges, trains, and an airplane in a light blue sky; text: ""W3NG"".",1,,
145,ce2a0015-502a-4845-9af1-f299fbb7267b,2026-07-06 15:30:53.187,deny,"Black-and-white photograph of two people against textured background; foreground person wears tailored suit jacket over buttoned shirt with belt. Second individual in leather jacket and white pants stands behind looking away. Red ""N194"" logo visible top right.",1,,,Black-and-white photo of a man in a tailored suit jacket in front of a woman in leather jacket and white pants.,1,,
146,ece104d9-cd7c-4683-b126-2edb9e9559fb,2026-07-06 15:32:22.471,deny,"Black-and-white photograph of a topless figure kneeling on stage with one arm raised upward. White text at the top reads ""JEFF MILLS"" above repeated ""METROPOLIS METROPOLIS"", set against dark background.",1,,,Black-and-white photograph of a topless woman kneeling on stage with one arm raised upward.,1,,
150,bc7f5758-b7b1-41d8-a6d3-dd85119c9741,2026-07-06 15:39:16.604,deny,"A U-shaped magnet with red top, yellow midsections, and silver legs stands centered over large gray sans-serif text reading ""Pylon Reenactment Society"" on a white background.",1,,,"A large U-shaped magnet banded with red, yellow, and silver superimposed over sans-serif text in gray ""Pylon Reenactment Society"".",1,,
152,4b89a8ef-b01b-4acb-9eae-61819223a168,2026-07-06 15:42:27.345,deny,"White album cover with a red circular logo featuring a horse illustration at center top; below it, bold red sans-serif text reads ""THE SERFS"", ""PAID IN FULL B/W REGEN"", and smaller ""TROUBLE IN MIND RECORDS"" on plain white background.",1,,,"Red circular horse logo on a white background above red text: “THE SERFS,” “PAID IN FULL B/W REGEN,” and “TROUBLE IN MIND RECORDS.",1,,
155,860c8639-ed87-4d10-88a1-f8286630a7ae,2026-07-06 15:46:36.389,deny,"A hand-drawn illustrated album cover featuring a desert landscape with cacti, mountains, and a setting sun under warm orange and pink skies. The band name ""The Rose City Band"" appears in large stylized script at the top, while ""Sol y Sombra"" is displayed in an ornate box below, all framed by a decorative border.",1,,,"A desert landscape with cacti, mountains, and a setting sun under warm orange and pink skies all framed by a decorative border.",1,,
160,192846d3-f598-4eba-af3c-671696b77bec,2026-07-06 15:58:46.972,deny,Album cover with 'Inturist Tourism' in brown cursive script above a vintage-style engraving of a person in striped clothing within a gold-toned oval frame; monochrome green and beige tones on pale background.,1,,,Vintage engraving of a mustached man in striped clothing in a gold oval frame; “Inturist Tourism” above.,1,,
163,deb62a7e-2482-4c5f-a482-9cdbd20b44a3,2026-07-06 16:06:45.581,deny,"Close-up portrait of a person with short curly hair against a dark background; cool-toned blue lighting illuminates one side of their face in a grainy, atmospheric aesthetic.",1,,,Close-up portrait of short haired woman on a dark background with screen-like light on her face.,1,,
707,cadc4eac-8323-45eb-9686-9340c8d0e297,2026-07-11 23:14:33.008,deny,"Five people pose against a textured blue wall; two sit on wooden stools while three stand behind them in casual attire featuring striped and graphic t-shirts, with visible arm tattoos.",1,,,"Five people pose before a textured blue wall, with two seated on stools and three standing.",1,,
168,642d27e2-108d-420d-8e82-5e0aed394718,2026-07-06 16:12:56.486,deny,"Nighttime outdoor scene with dense tree foliage in foreground; blurred red and yellow lights visible through trees behind. Vertical red text ""Through a Frame"" on left; bottom text includes ""Pollen Drop ✓"" and ""J.W. Ricci"".",1,,,"Nighttime photo of dense foliage; hazy lights are visible through the trees. Red, gothic text displays the album/artist name.",1,,
202,1b0948b7-aa90-4dd7-a2b5-9c4810318d48,2026-07-07 10:03:35.299,deny,"A vinyl record sleeve displays an album cover with a solid orange background featuring a large black silhouette of a figure wearing a thick, textured coat adorned with small white dots arranged in patterns.",1,,,Orange record sleeve with a large black silhouette in a textured dotted coat on a solid orange background,1,,
178,cfdb13bc-0d43-4d6c-9f37-265135b877ec,2026-07-06 17:03:55.542,deny,"Six vertical monochrome panels with textured patterns against a black starry background; colorful ribbons (yellow, pink, blue) flow from their bases. Blue text ""IRREVERSIBLE ENTANGLEMENTS"" top left; white tracklist including ""Down to Earth b/w All You Can Do Is All You Can Do"" and SUB POP logo top right.",1,,,"Six vertical monochrome panels with patterns on a black starry background; yellow, pink, blue  ribbons flow from their bases.",1,,
180,27c2daf4-cf2e-43e9-aea5-4d370c12fe0b,2026-07-06 17:06:38.466,deny,"Black-and-white photograph of a person in dynamic pose (arm raised with index finger extended, legs spread) on grainy background; overlaid green text displays ""IT'S NOT THEM"", ""IT COULDN'T BE THEM"", and ""IT IS THEM""; ""GUIDED BY VOICES"" at bottom.",1,,,Black-and-white photo of a person with raised finger and spread legs; overlaid green text reads the album title and artist name.,1,,
331,3c127c3c-1234-45bc-a3a5-ef1b90e264e1,2026-07-07 11:54:52.326,deny,"A person in flowing orange-toned fabric glows against a dark background; ""Pallbearer"" appears above and ""Mind Burns Alive"" below.",1,,,Flowing orange-toned fabric glows against a dark background.,1,,
188,c9245294-1ec8-4b13-ac57-95e8039dc15e,2026-07-07 02:06:21.599,deny,"The album cover displays ""MEAT HOUSE"" in bold angled typography against a white background covered in dense scattered black dots and irregular circular shapes; it has a monochrome grainy texture.",1,,,"""MEAT HOUSE"" in bold angled typography against a white background with dense scattered black dots and irregular circular shapes.",1,,
189,42319916-685a-411e-ad9c-361522f1cac4,2026-07-07 02:08:00.896,deny,A person stands on a thick tree branch amid dense green foliage with yellow flowers visible in the lower foreground. The image is a photograph using warm natural light.,1,,,A person stands on a thick tree branch amid dense green foliage with yellow flowers visible in the lower foreground.,1,,
190,26aec06f-0565-4441-92ef-f7fa00b19fed,2026-07-07 02:08:42.863,deny,Album cover with sepia-toned background featuring hand-drawn yellow text: 'DANIEL VILLARREAL - LADOS B' in large letters above smaller text reading 'WITH JEFF PARKER AND ANNA BUTTERSS'.,1,,,"Sepia-toned background featuring hand-drawn yellow text: 'DANIEL VILLARREAL - LADOS B','WITH JEFF PARKER AND ANNA BUTTERSS'.",1,,
193,145639eb-3ba8-43ee-b5a9-4078cd71fa74,2026-07-07 03:49:23.054,deny,"Eight seashells arranged in grid on black background with green dashed X lines, red circular border; handwritten text reads ""Gentle Leader XIV"" top and ""Joke in the Shadow"" bottom.",1,,,"8 seashells on black background with green dashed X lines, hidden red circle; text is ""Gentle Leader XIV"" and ""Joke in the Shadow""",1,,
194,cf07dc22-7043-4894-8cf2-9abe63809193,2026-07-07 03:50:19.717,deny,"Monochrome photograph of ocean waves with a large bright overexposed area on the lower left; gentle swells on water surface under a hazy sky, featuring grainy texture and minimalist composition.",1,,,Monochrome photograph of ocean waves with a large bright overexposed area on the lower left; hazy sky and grainy texture.,1,,
199,9e31ef0f-05e2-4708-b380-1f7299df8f56,2026-07-07 09:58:22.486,deny,"Two people in a blurred photograph; one with dark hair wearing beaded necklace, the other with light brown wavy hair; Arabic text at bottom reads ""سادا بوناير"" with English transliteration ""SAADA BONAIRE"" beneath.",1,,,"Two people in a blurred photograph; one with dark hair wearing beaded necklace, the other with light brown hair; Arabic text below",1,,
201,cd08a8fd-56d9-4cb4-b95b-4ca96d4685cf,2026-07-07 10:00:07.808,deny,"A damaged silver and red metro train rests on a large metallic structure resembling a whale's tail, set against a pale sky with trees framing the sides. Bold brown text at top reads ""THESE THINGS HAPPEN"".",1,,,Damaged silver and red metro train on a large metallic structure resembling a whale's tail; pale sky with trees framing the sides.,1,,
218,6f0b2553-eb6f-4d96-9693-8c44646a2b75,2026-07-07 10:25:44.358,deny,"Retro album cover with wooden panel background showing vintage items (red TV, desk lamp) surrounding a central photo of a person wearing glasses against teal fabric. Left side features Chinese '福' zodiac poster; top-right text reads 'GINGER ROOT' and '*NISEMONO*'.",1,,,"Central photo of a person with glasses on a wooden panel background with vintage items (red TV, desk lamp) around it.",1,,
204,a4465b1a-5ae2-45fc-a442-6137178b01c9,2026-07-07 10:07:03.509,deny,"A black-and-white album cover features a stylized, grungy line drawing of a cat's head at center, surrounded by intersecting geometric patterns with scattered circular shapes. Prominently displayed text includes ""NEW FUTURE CITY RADIO"" and artist names above the cat, while phrases like ""THE BEAT,"" ""BREEZE OF TIME,"" and ""DROIDS!"" appear along the patterns in a distressed, zine-inspired typography.",1,,,"Black-and-white cover with a grungy cat head drawing, intersecting and swirling lines, and scattered circles.",1,,
205,e33e6472-b3e6-4b46-b1e6-d9da3e1ff076,2026-07-07 10:09:55.722,deny,"Abstract psychedelic artwork featuring distorted, flowing shapes in vibrant blue and magenta against a black background; 'Mudhoney' appears in yellow text top-left, with 'Plastic Eternity' in stylized white script below.",1,,,"Distorted blurred blue and magenta shapes against a black background; 'Plastic Eternity' distorted text, 'Mudhoney' above.",1,,
206,4f9a64b8-9d1a-47ea-88a4-cdec5f5d9e28,2026-07-07 10:15:13.463,deny,"Abstract mixed-media album cover with swirling purple, blue, and red brushstrokes; prominent red-and-white DNA double-helix patterns visible on the left side.",1,,,"Abstract mixed-media album cover with swirling purple, blue, and red blobs; DNA double-helix patterns visible on the left side.",1,,
207,9dfd5e8b-fe7c-4a79-8970-9c3779d9ae8f,2026-07-07 10:16:08.737,deny,"A red vintage coupe parked in front of a building with large windows and green shrubbery, set against a light olive border. The photograph features a clean, minimalist composition with natural lighting.",1,,,"Red vintage coupe parked in front of a building with large windows and green shrubbery, set against a light olive border.",1,,
208,7ec395db-10ea-48e9-814e-7ce69928adcf,2026-07-07 10:17:18.812,deny,"Central illustration shows a feathered-headdress warrior on horseback holding an axe and shield, leaping over soldiers firing rifles against an orange background. Bold yellow ""DOG SOLDIER"" text top and ""WINTERHAWK"" bottom on brown bands.",1,,,"Feathered-headdress warrior on horseback holding an axe and shield, leaping over soldiers firing rifles against orange background.",1,,
709,f65c3172-e01e-4e7d-a192-6fe172e5739a,2026-07-11 23:21:53.131,deny,"Photograph showing an urban protest scene with uniformed military personnel and protesters holding signs; top-right text reads ""Lee Bains + The Glory Fires Old-Time Folk"".",1,,,Photo of an urban protest scene with uniformed military personnel and protesters holding signs. Handwritten top-right text.,1,,
210,7d779451-d316-4ba0-b0f4-07c1872e0c25,2026-07-07 10:19:27.213,deny,A yellow and black geometric diamond pattern with white circular dots in each black diamond; 'DIPPERS' text overlaid across the top and 'CLASTIC ROCK' in lower right.,1,,,Geometric diamond pattern with white circular dots in each diamond against a yellow background; 'DIPPERS' and 'CLASTIC ROCK' text,1,,
212,e18dd35e-d941-41dc-b1b9-cbe7fb792ddb,2026-07-07 10:20:41.655,deny,"Album cover with ""MAGIC SIGN"" printed top-left and ""MARTIN COURTNEY"" top-right; central black-and-white photograph of a figure walking on snow-covered ground amid trees, surrounded by vibrant yellow, green, and purple abstract paint splatters.",1,,,"""MAGIC SIGN"" top-left and ""MARTIN COURTNEY"" top-right; central monochrome photo of a figure walking, and paint splatters around it",1,,
380,01f94419-2fc1-4d77-b9ba-e4cd4f6c6d59,2026-07-07 13:50:50.999,deny,"A bunch of ripe yellow bananas with brown spots against a plain white background, framed by an orange border. Text at the top reads ""The Sound of yourself / Ben McLaughan"".",1,,,"A bunch of ripe yellow bananas with brown spots against a plain white background, framed by an orange border.",1,,
